CARNET,CEDULA,APELLIDOS,NOMBRES,CODIGO_MATERIA,SECCION,DESCRIPCION,creditos,dia,hora_inicio,hora_fin
1700727,27760694,MARTIN,ANTHONY JOSHUA,AM-2719,1,OPERACION DEL SERVICIO DE AMA DE LLAVES,3,2,5,7
1606427,28174171,MENDOZA DIAZ,WILLIAM WILLIAM,AM-3560,1,FUNDAMENTOS DE MANTENIMIENTO,3,3,3,4
1606427,28174171,MENDOZA DIAZ,WILLIAM WILLIAM,AM-3560,1,FUNDAMENTOS DE MANTENIMIENTO,3,4,3,4
1606438,26712827,LOPEZ ROJAS,KIMBERLY SARAH,AM-1821,4,SISTEMAS DE INFORMACION I,3,3,5,7
1606438,26712827,LOPEZ ROJAS,KIMBERLY SARAH,AM-1821,4,SISTEMAS DE INFORMACION I,3,4,4,5
1800220,27908378,GOMEZ TORRES,ZACHARY NICHOLAS,FC-1224,1,INGLES II,3,2,1,3
1800220,27908378,GOMEZ TORRES,ZACHARY NICHOLAS,FC-1224,1,INGLES II,3,3,4,5
1800220,27908378,GOMEZ TORRES,ZACHARY NICHOLAS,AM-1335,2,FUNDAMENTOS DE ADMINISTRACION II,3,2,5,6
1800220,27908378,GOMEZ TORRES,ZACHARY NICHOLAS,AM-1335,2,FUNDAMENTOS DE ADMINISTRACION II,3,4,6,7
1700894,27316838,MEDINA,HANNAH,TI-2320,1,ARTEFACTOS DE FABRICACION,4,3,7,8
1700894,27316838,MEDINA,HANNAH,TI-2320,1,ARTEFACTOS DE FABRICACION,4,4,1,3
1800119,28381281,FERNANDEZ,ASHLEY SARAH,FC-1225,1,INGLES III,3,2,1,3
1800119,28381281,FERNANDEZ,ASHLEY SARAH,FC-1225,1,INGLES III,3,3,4,5
1800119,28381281,FERNANDEZ,ASHLEY SARAH,FC-1422,5,INTRODUCCION A LA ENCANTACION,3,1,1,3
1800119,28381281,FERNANDEZ,ASHLEY SARAH,FC-1422,5,INTRODUCCION A LA ENCANTACION,3,4,3,4
1800220,27908378,GOMEZ TORRES,ZACHARY NICHOLAS,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,1,1,2
1800220,27908378,GOMEZ TORRES,ZACHARY NICHOLAS,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,5,4,5
1800119,28381281,FERNANDEZ,ASHLEY SARAH,AM-1124,1,FUNDAMENTACION TEORICA DEL TURISMO,3,5,1,4
1700447,27745648,FERNANDEZ,MICHAEL JUSTIN,FC-1513,1,METAFISICA I,3,1,2,4
1700447,27745648,FERNANDEZ,MICHAEL JUSTIN,FC-1513,1,METAFISICA I,3,4,2,3
1800119,28381281,FERNANDEZ,ASHLEY SARAH,AM-1335,5,FUNDAMENTOS DE ADMINISTRACION II,3,2,7,8
1800119,28381281,FERNANDEZ,ASHLEY SARAH,AM-1335,5,FUNDAMENTOS DE ADMINISTRACION II,3,4,7,8
1800119,28381281,FERNANDEZ,ASHLEY SARAH,AM-1425,6,FUNDAMENTOS DE DERECHO,3,5,5,8
1900440,29857545,SANCHEZ ROMERO,ZACHARY,FC-1221,2,INGLES I ,3,3,1,3
1900440,29857545,SANCHEZ ROMERO,ZACHARY,FC-1221,2,INGLES I ,3,5,4,5
1308210,24856999,GOMEZ ROJAS,JENNIFER SAMANTHA,TI-4512,1,ELEMENTO DE MAQUINAS Y TRIBOLOGIA,3,1,1,1
1308210,24856999,GOMEZ ROJAS,JENNIFER SAMANTHA,AM-4524,1,GERENCIA DE RECURSOS HUMANOS ,3,3,3,6
1308210,24856999,GOMEZ ROJAS,JENNIFER SAMANTHA,AM-3560,1,FUNDAMENTOS DE MANTENIMIENTO,3,3,3,4
1308210,24856999,GOMEZ ROJAS,JENNIFER SAMANTHA,AM-3560,1,FUNDAMENTOS DE MANTENIMIENTO,3,4,3,4
1308210,24856999,GOMEZ ROJAS,JENNIFER SAMANTHA,TI-2513,1,VAPORICA II,3,2,4,6
1308210,24856999,GOMEZ ROJAS,JENNIFER SAMANTHA,TI-2513,1,VAPORICA II,3,4,4,5
1308210,24856999,GOMEZ ROJAS,JENNIFER SAMANTHA,TI-4511,1,ARTEFACTOS MEC. DE FABRICACION,3,3,7,8
1308210,24856999,GOMEZ ROJAS,JENNIFER SAMANTHA,TI-4511,1,ARTEFACTOS MEC. DE FABRICACION,3,4,1,3
1700730,27470698,DIAZ MARTINEZ,ANTHONY,FC-1621,3,ESTADISTICA I,3,1,1,3
1700730,27470698,DIAZ MARTINEZ,ANTHONY,FC-1621,3,ESTADISTICA I,3,4,4,5
1700730,27470698,DIAZ MARTINEZ,ANTHONY,AM-2429,2,FUNDAMENTOS DE NUMEROMIA,3,2,1,2
1700730,27470698,DIAZ MARTINEZ,ANTHONY,AM-2429,2,FUNDAMENTOS DE NUMEROMIA,3,4,6,7
1900603,27761790,GOMEZ ROJAS,TYLER NICHOLAS,FC-1122,1,DIVINATICA I,4,2,1,3
1900603,27761790,GOMEZ ROJAS,TYLER NICHOLAS,FC-1122,1,DIVINATICA I,4,4,1,3
1700730,27470698,DIAZ MARTINEZ,ANTHONY,AM-2361,1,DAÑOS Y PERDIDAS,3,3,1,2
1700730,27470698,DIAZ MARTINEZ,ANTHONY,AM-2361,1,DAÑOS Y PERDIDAS,3,4,1,2
1600852,26525903,MARTINEZ MENDOZA,AMBER,FC-1526,1,INGLES III,3,1,4,5
1600852,26525903,MARTINEZ MENDOZA,AMBER,FC-1526,1,INGLES III,3,2,6,8
1600852,26525903,MARTINEZ MENDOZA,AMBER,FC-1527,1,METAFISICA II,3,2,1,3
1600852,26525903,MARTINEZ MENDOZA,AMBER,FC-1527,1,METAFISICA II,3,4,1,2
1700894,27316838,MEDINA,HANNAH,TI-2357,1,ELEMENTOS DE MAQUINAS,3,1,1,1
1700894,27316838,MEDINA,HANNAH,TI-2385,1,TALLER DE ESCOBATROTECNIA,3,1,1,1
1606438,26712827,LOPEZ ROJAS,KIMBERLY SARAH,FC-1226,1,INGLES III,3,2,1,3
1606438,26712827,LOPEZ ROJAS,KIMBERLY SARAH,FC-1226,1,INGLES III,3,4,3,4
1800220,27908378,GOMEZ TORRES,ZACHARY NICHOLAS,FC-1323,4,LENGUAJE II,3,1,4,5
1800220,27908378,GOMEZ TORRES,ZACHARY NICHOLAS,FC-1323,4,LENGUAJE II,3,4,4,5
1700447,27745648,FERNANDEZ,MICHAEL JUSTIN,FC-1512,1,DIVINATICA II,4,2,4,6
1700447,27745648,FERNANDEZ,MICHAEL JUSTIN,FC-1512,1,DIVINATICA II,4,4,4,6
1700447,27745648,FERNANDEZ,MICHAEL JUSTIN,FC-1525,2,LENGUAJE III,3,5,4,6
1700447,27745648,FERNANDEZ,MICHAEL JUSTIN,FCA-511,1,VENEZUELA ANTE EL SIGLO XXI  2,3,4,1,3
1700447,27745648,FERNANDEZ,MICHAEL JUSTIN,FC-1551,1,ENCANTACION I,3,1,5,7
1700447,27745648,FERNANDEZ,MICHAEL JUSTIN,FC-1551,1,ENCANTACION I,3,3,5,7
1606438,26712827,LOPEZ ROJAS,KIMBERLY SARAH,AM-1723,1,CONTABILIDAD II,3,2,4,5
1606438,26712827,LOPEZ ROJAS,KIMBERLY SARAH,AM-1723,1,CONTABILIDAD II,3,3,1,2
1606438,26712827,LOPEZ ROJAS,KIMBERLY SARAH,AM-3423,1,TECNICAS DE CONTROL DE CALIDAD,3,1,1,2
1606438,26712827,LOPEZ ROJAS,KIMBERLY SARAH,AM-3423,1,TECNICAS DE CONTROL DE CALIDAD,3,2,4,5
1800220,27908378,GOMEZ TORRES,ZACHARY NICHOLAS,FC-1621,4,ESTADISTICA I,3,1,4,5
1800220,27908378,GOMEZ TORRES,ZACHARY NICHOLAS,FC-1621,4,ESTADISTICA I,3,4,1,3
1800220,27908378,GOMEZ TORRES,ZACHARY NICHOLAS,FC-1422,8,INTRODUCCION A LA ENCANTACION,3,2,4,5
1800220,27908378,GOMEZ TORRES,ZACHARY NICHOLAS,FC-1422,8,INTRODUCCION A LA ENCANTACION,3,5,1,2
1406485,22767003,WILLIAMS SMITH,NICHOLAS,TI-2451,1,AERODINAMICA,3,1,1,1
1700902,28263898,MENDOZA CASTILLO,TIFFANY TAYLOR,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,2,1,3
1700902,28263898,MENDOZA CASTILLO,TIFFANY TAYLOR,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,4,1,2
1600846,27885683,JOHNSON GONZALEZ,BRANDON JOSHUA,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,2,1,3
1600846,27885683,JOHNSON GONZALEZ,BRANDON JOSHUA,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,4,1,2
1508599,25610742,FERNANDEZ MARTIN,JONATHAN,AM-3717,1,GESTION DE LA ARTEFACCION,6,2,1,8
1508599,25610742,FERNANDEZ MARTIN,JONATHAN,AM-3717,1,GESTION DE LA ARTEFACCION,6,5,5,6
1508599,25610742,FERNANDEZ MARTIN,JONATHAN,AM-3716,1,GESTION DE COMPRAS Y ALMACENAMIENTO,3,3,1,3
1508599,25610742,FERNANDEZ MARTIN,JONATHAN,AM-3716,1,GESTION DE COMPRAS Y ALMACENAMIENTO,3,5,1,2
1700345,27767330,RAMIREZ GARCIA,EMILY RACHEL,FC-1526,1,INGLES III,3,1,4,5
1700345,27767330,RAMIREZ GARCIA,EMILY RACHEL,FC-1526,1,INGLES III,3,2,6,8
1800558,28884290,LOPEZ RUIZ,AMANDA,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,2,1,3
1800558,28884290,LOPEZ RUIZ,AMANDA,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,4,1,2
1800558,28884290,LOPEZ RUIZ,AMANDA,AM-1425,2,FUNDAMENTOS DE DERECHO,3,4,3,6
1800558,28884290,LOPEZ RUIZ,AMANDA,AM-1335,4,FUNDAMENTOS DE ADMINISTRACION II,3,1,3,4
1800558,28884290,LOPEZ RUIZ,AMANDA,AM-1335,4,FUNDAMENTOS DE ADMINISTRACION II,3,3,3,4
1503741,26712131,RAMIREZ GONZALEZ,DAVID,FC-1621,1,ESTADISTICA I,3,2,1,3
1503741,26712131,RAMIREZ GONZALEZ,DAVID,FC-1621,1,ESTADISTICA I,3,4,1,2
1208820,24352851,MARTINEZ PEREZ,MICHELLE BRITTANY,AM-3235,1,ARTEFACCION-SERVICIOS ALIMENTOS Y BEBIDAS,6,1,1,1
1600129,24322904,MARTINEZ MORENO,JESSICA,FC-1521,2,METAFISICA I,3,1,5,7
1600129,24322904,MARTINEZ MORENO,JESSICA,FC-1521,2,METAFISICA I,3,3,5,6
1600129,24322904,MARTINEZ MORENO,JESSICA,TI-1321,1,DIBUJO I,2,2,1,4
1800304,30282238,MARTIN,MATTHEW,FC-1513,1,METAFISICA I,3,1,2,4
1800304,30282238,MARTIN,MATTHEW,FC-1513,1,METAFISICA I,3,4,2,3
1800304,30282238,MARTIN,MATTHEW,FCA-171,1,HOMBRE: CULTURA Y COOPERACIONEDAD III,3,3,1,3
1800304,30282238,MARTIN,MATTHEW,FC-1512,1,DIVINATICA II,4,2,4,6
1800304,30282238,MARTIN,MATTHEW,FC-1512,1,DIVINATICA II,4,4,4,6
1800304,30282238,MARTIN,MATTHEW,FC-1525,1,LENGUAJE III,3,5,1,3
1800304,30282238,MARTIN,MATTHEW,FC-1701,1,INGLES III,3,2,1,3
1800304,30282238,MARTIN,MATTHEW,FC-1701,1,INGLES III,3,3,4,5
1600112,28651239,ALONZO GOMEZ,ALEXIS,FC-2810,1,ESTADISTICA I,3,2,7,9
1600112,28651239,ALONZO GOMEZ,ALEXIS,FC-2810,1,ESTADISTICA I,3,4,1,2
1600112,28651239,ALONZO GOMEZ,ALEXIS,AM-2801,1,CONTABILIDAD DE COSTOS,3,1,1,2
1600112,28651239,ALONZO GOMEZ,ALEXIS,AM-2801,1,CONTABILIDAD DE COSTOS,3,3,1,2
1600112,28651239,ALONZO GOMEZ,ALEXIS,AM-2814,1,MACRONUMEROMIA,3,3,1,2
1600112,28651239,ALONZO GOMEZ,ALEXIS,AM-2814,1,MACRONUMEROMIA,3,5,3,4
1600112,28651239,ALONZO GOMEZ,ALEXIS,FC-2802,1,TÉCNICAS DE INVESTIGACIÓN DOCUMENTAL,3,2,1,3
1600112,28651239,ALONZO GOMEZ,ALEXIS,AM-2802,1,LEGISLACIÓN FISCAL Y FINANCIERA I,3,5,1,4
1600350,26547766,MEDINA HERNANDEZ,JORDAN SEAN,AM-2814,1,MACRONUMEROMIA,3,3,1,2
1600350,26547766,MEDINA HERNANDEZ,JORDAN SEAN,AM-2814,1,MACRONUMEROMIA,3,5,3,4
1600350,26547766,MEDINA HERNANDEZ,JORDAN SEAN,AM-3812,1,ANALISIS DE ESTADOS FINANCIEROS,3,1,4,5
1600350,26547766,MEDINA HERNANDEZ,JORDAN SEAN,AM-3812,1,ANALISIS DE ESTADOS FINANCIEROS,3,4,8,9
1600350,26547766,MEDINA HERNANDEZ,JORDAN SEAN,AM-3811,1,GESTION EMPRESARIAL,3,3,5,7
1600350,26547766,MEDINA HERNANDEZ,JORDAN SEAN,FC-2811,1,INGLES VI,3,3,2,4
1600350,26547766,MEDINA HERNANDEZ,JORDAN SEAN,FC-2811,1,INGLES VI,3,5,2,3
1600176,27688412,TORRES GUTIERREZ,NICOLE HANNAH,FC-1229,2,DIVINATICA II,4,3,4,6
1600176,27688412,TORRES GUTIERREZ,NICOLE HANNAH,FC-1229,2,DIVINATICA II,4,4,4,6
1600176,27688412,TORRES GUTIERREZ,NICOLE HANNAH,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,2,1,3
1600176,27688412,TORRES GUTIERREZ,NICOLE HANNAH,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,4,1,2
1303696,26678917,SANCHEZ GOMEZ,SARAH ASHLEY,TI-2285,1,LABORATORIO DE CIRCUITOS DIGITALES,2,5,1,4
1405644,24774702,LOPEZ ROMERO,MICHAEL,TI-2147,1,ESCOBATROTECNIA,2,1,1,1
1405644,24774702,LOPEZ ROMERO,MICHAEL,TI-2320,1,ARTEFACTOS DE FABRICACION,4,3,7,8
1405644,24774702,LOPEZ ROMERO,MICHAEL,TI-2320,1,ARTEFACTOS DE FABRICACION,4,4,1,3
1505737,25252196,MARTINEZ,DAVID MATTHEW,AM-4812,1,INTEGRACION NUMEROMICA I,3,1,3,4
1505737,25252196,MARTINEZ,DAVID MATTHEW,AM-4812,1,INTEGRACION NUMEROMICA I,3,4,3,4
1404462,24116154,MENDOZA JIMENEZ,ASHLEY ALYSSA,TI-2513,1,VAPORICA II,3,2,4,6
1404462,24116154,MENDOZA JIMENEZ,ASHLEY ALYSSA,TI-2513,1,VAPORICA II,3,4,4,5
1404462,24116154,MENDOZA JIMENEZ,ASHLEY ALYSSA,TI-4511,1,ARTEFACTOS MEC. DE FABRICACION,3,3,7,8
1404462,24116154,MENDOZA JIMENEZ,ASHLEY ALYSSA,TI-4511,1,ARTEFACTOS MEC. DE FABRICACION,3,4,1,3
1404462,24116154,MENDOZA JIMENEZ,ASHLEY ALYSSA,TI-3522,1,LABORATORIO DE MATERIALES,2,3,1,4
1400697,24103914,SANCHEZ SANCHEZ,TAYLOR TAYLOR,AM-3246,1,HOTELERIA CLINICA,3,1,4,6
1600647,26629583,GOMEZ GONZALEZ,JESSICA STEPHANIE,FC-1512,1,DIVINATICA II,4,2,4,6
1600647,26629583,GOMEZ GONZALEZ,JESSICA STEPHANIE,FC-1512,1,DIVINATICA II,4,4,4,6
1800763,28706103,MILLER MARTINEZ,JOSHUA JAMES,FC-3701,1,DIVINATICA FINANCIERA,4,3,4,6
1800763,28706103,MILLER MARTINEZ,JOSHUA JAMES,FC-3701,1,DIVINATICA FINANCIERA,4,4,4,6
1600569,27156468,SANCHEZ MENDOZA,JESSICA ASHLEY,FC-1527,1,METAFISICA II,3,2,1,3
1600569,27156468,SANCHEZ MENDOZA,JESSICA ASHLEY,FC-1527,1,METAFISICA II,3,4,1,2
1900338,28429781,GUTIERREZ ROJAS,EMILY VICTORIA,FC-1221,2,INGLES I ,3,3,1,3
1900338,28429781,GUTIERREZ ROJAS,EMILY VICTORIA,FC-1221,2,INGLES I ,3,5,4,5
1503187,30387328,DIAZ GARCIA,MATTHEW MICHAEL,TI-2320,1,ARTEFACTOS DE FABRICACION,4,3,7,8
1503187,30387328,DIAZ GARCIA,MATTHEW MICHAEL,TI-2320,1,ARTEFACTOS DE FABRICACION,4,4,1,3
1800249,28611573,MARTINEZ MENDOZA,KEVIN,FC-1422,5,INTRODUCCION A LA ENCANTACION,3,1,1,3
1800249,28611573,MARTINEZ MENDOZA,KEVIN,FC-1422,5,INTRODUCCION A LA ENCANTACION,3,4,3,4
1800249,28611573,MARTINEZ MENDOZA,KEVIN,FC-1224,3,INGLES II,3,2,4,6
1800249,28611573,MARTINEZ MENDOZA,KEVIN,FC-1224,3,INGLES II,3,4,6,7
1800249,28611573,MARTINEZ MENDOZA,KEVIN,FC-1229,1,DIVINATICA II,4,3,1,3
1800249,28611573,MARTINEZ MENDOZA,KEVIN,FC-1229,1,DIVINATICA II,4,5,1,3
1800249,28611573,MARTINEZ MENDOZA,KEVIN,FCA-161,2,HOMBRE: CULTURA Y COOPERACIONEDAD II,3,2,1,3
1506360,24738978,FERNANDEZ,AARON JOSEPH,AM-1821,3,SISTEMAS DE INFORMACION I,3,3,2,4
1506360,24738978,FERNANDEZ,AARON JOSEPH,AM-1821,3,SISTEMAS DE INFORMACION I,3,4,4,5
1606209,25257909,MORENO MARTINEZ,CHRISTOPHER BENJAMIN,FC-1225,4,INGLES III,3,1,1,3
1606209,25257909,MORENO MARTINEZ,CHRISTOPHER BENJAMIN,FC-1225,4,INGLES III,3,5,3,4
1506360,24738978,FERNANDEZ,AARON JOSEPH,AM-2641,1,VALORACION ADUANERA,3,5,1,4
1900178,28616842,MARTIN TORRES,JESSICA MEGAN,FCA-151,3,HOMBRE: CULTURA Y COOPERACIONEDAD I,3,1,4,6
1606209,25257909,MORENO MARTINEZ,CHRISTOPHER BENJAMIN,AM-2530,1,INTEGRACION NUMEROMICA I,3,1,3,4
1606209,25257909,MORENO MARTINEZ,CHRISTOPHER BENJAMIN,AM-2530,1,INTEGRACION NUMEROMICA I,3,3,3,4
1700834,27621054,JIMENEZ MARTINEZ,JACOB KYLE,AM-2544,1,SERVICIO DE TRANSPORTE DE MERCANCIA,2,2,1,4
1606209,25257909,MORENO MARTINEZ,CHRISTOPHER BENJAMIN,AM-2631,2,LEGISLACION ADUANERA,3,1,5,8
1700834,27621054,JIMENEZ MARTINEZ,JACOB KYLE,AM-2631,1,LEGISLACION ADUANERA,3,1,1,4
1606209,25257909,MORENO MARTINEZ,CHRISTOPHER BENJAMIN,AM-2544,1,SERVICIO DE TRANSPORTE DE MERCANCIA,2,2,1,4
1606209,25257909,MORENO MARTINEZ,CHRISTOPHER BENJAMIN,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,1,1,3
1606209,25257909,MORENO MARTINEZ,CHRISTOPHER BENJAMIN,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,3,1,2
1700834,27621054,JIMENEZ MARTINEZ,JACOB KYLE,AM-3549,1,MERCADEO INTERNACIONAL,3,1,4,6
1700834,27621054,JIMENEZ MARTINEZ,JACOB KYLE,AM-3549,1,MERCADEO INTERNACIONAL,3,3,5,6
1400527,26449373,FERNANDEZ TORRES,JOSHUA JOSEPH,FC-1232,2,INGLES V,3,2,4,5
1400527,26449373,FERNANDEZ TORRES,JOSHUA JOSEPH,FC-1232,2,INGLES V,3,4,5,7
1800234,26513660,SMITH RAMIREZ,MICHAEL,FC-1233,1,INGLES III,3,1,4,5
1800234,26513660,SMITH RAMIREZ,MICHAEL,FC-1233,1,INGLES III,3,2,4,6
1606209,25257909,MORENO MARTINEZ,CHRISTOPHER BENJAMIN,AM-3535,1,MAGICOS DE PAGO INTERNACIONAL,3,4,1,4
1600621,26780972,SANCHEZ SANCHEZ,EMILY JESSICA,FC-1422,5,INTRODUCCION A LA ENCANTACION,3,1,1,3
1600621,26780972,SANCHEZ SANCHEZ,EMILY JESSICA,FC-1422,5,INTRODUCCION A LA ENCANTACION,3,4,3,4
1600621,26780972,SANCHEZ SANCHEZ,EMILY JESSICA,FC-1321,2,LENGUAJE I,3,2,1,2
1600621,26780972,SANCHEZ SANCHEZ,EMILY JESSICA,FC-1321,2,LENGUAJE I,3,4,1,2
1600505,27159614,SANCHEZ SANCHEZ,ASHLEY ASHLEY,AM-2719,1,OPERACION DEL SERVICIO DE AMA DE LLAVES,3,1,5,6
1600505,27159614,SANCHEZ SANCHEZ,ASHLEY ASHLEY,AM-2719,1,OPERACION DEL SERVICIO DE AMA DE LLAVES,3,2,5,7
1800728,27215716,MARTINEZ,EMILY SARAH,FC-1229,1,DIVINATICA II,4,3,1,3
1800728,27215716,MARTINEZ,EMILY SARAH,FC-1229,1,DIVINATICA II,4,5,1,3
1600505,27159614,SANCHEZ SANCHEZ,ASHLEY ASHLEY,FC-3701,1,DIVINATICA FINANCIERA,4,3,4,6
1600505,27159614,SANCHEZ SANCHEZ,ASHLEY ASHLEY,FC-3701,1,DIVINATICA FINANCIERA,4,4,4,6
1600472,26155464,SANCHEZ RODRIGUEZ,BRANDON,FC-3701,1,DIVINATICA FINANCIERA,4,3,4,6
1600472,26155464,SANCHEZ RODRIGUEZ,BRANDON,FC-3701,1,DIVINATICA FINANCIERA,4,4,4,6
1600505,27159614,SANCHEZ SANCHEZ,ASHLEY ASHLEY,AM-3714,1,LEGISLACION APLICADA A LA HOSPITALIDAD,3,1,1,2
1600505,27159614,SANCHEZ SANCHEZ,ASHLEY ASHLEY,AM-3714,1,LEGISLACION APLICADA A LA HOSPITALIDAD,3,4,5,6
1600472,26155464,SANCHEZ RODRIGUEZ,BRANDON,FC-2703,1,INGLES V,3,1,4,5
1600472,26155464,SANCHEZ RODRIGUEZ,BRANDON,FC-2703,1,INGLES V,3,3,3,5
1800885,28974645,SANCHEZ PEREZ,ALEXANDRA,FCA-171,1,HOMBRE: CULTURA Y COOPERACIONEDAD III,3,3,1,3
1800728,27215716,MARTINEZ,EMILY SARAH,AM-1114,1,INTRODUCCION A LA QUIMICA,3,2,6,7
1800728,27215716,MARTINEZ,EMILY SARAH,AM-1114,1,INTRODUCCION A LA QUIMICA,3,3,6,8
1800940,27150241,ROMERO ROMERO,LAUREN LAUREN,AM-1724,2,CONTABILIDAD,3,2,6,7
1800940,27150241,ROMERO ROMERO,LAUREN LAUREN,AM-1724,2,CONTABILIDAD,3,3,6,8
1600472,26155464,SANCHEZ RODRIGUEZ,BRANDON,AM-2721,1,CONTABILIDAD PARA SERVICIOS DE LA HOSPITALIDAD,3,2,4,5
1600472,26155464,SANCHEZ RODRIGUEZ,BRANDON,AM-2721,1,CONTABILIDAD PARA SERVICIOS DE LA HOSPITALIDAD,3,4,3,6
1800735,27598635,GOMEZ GOMEZ,NICHOLAS JOSHUA,AM-1724,1,CONTABILIDAD,3,2,1,3
1800735,27598635,GOMEZ GOMEZ,NICHOLAS JOSHUA,AM-1724,1,CONTABILIDAD,3,3,3,4
1800885,28974645,SANCHEZ PEREZ,ALEXANDRA,FC-1229,3,DIVINATICA II,4,2,4,6
1800885,28974645,SANCHEZ PEREZ,ALEXANDRA,FC-1229,3,DIVINATICA II,4,4,4,6
1800728,27215716,MARTINEZ,EMILY SARAH,FC-1525,2,LENGUAJE III,3,5,4,6
1600505,27159614,SANCHEZ SANCHEZ,ASHLEY ASHLEY,AM-2721,1,CONTABILIDAD PARA SERVICIOS DE LA HOSPITALIDAD,3,2,4,5
1600505,27159614,SANCHEZ SANCHEZ,ASHLEY ASHLEY,AM-2721,1,CONTABILIDAD PARA SERVICIOS DE LA HOSPITALIDAD,3,4,3,6
1800167,28615741,RAMIREZ,CHRISTOPHER JOSEPH,FC-1225,1,INGLES III,3,2,1,3
1800167,28615741,RAMIREZ,CHRISTOPHER JOSEPH,FC-1225,1,INGLES III,3,3,4,5
1800167,28615741,RAMIREZ,CHRISTOPHER JOSEPH,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,2,1,3
1800167,28615741,RAMIREZ,CHRISTOPHER JOSEPH,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,4,1,2
1800885,28974645,SANCHEZ PEREZ,ALEXANDRA,FC-1701,1,INGLES III,3,2,1,3
1800885,28974645,SANCHEZ PEREZ,ALEXANDRA,FC-1701,1,INGLES III,3,3,4,5
1600621,26780972,SANCHEZ SANCHEZ,EMILY JESSICA,FC-1229,1,DIVINATICA II,4,3,1,3
1600621,26780972,SANCHEZ SANCHEZ,EMILY JESSICA,FC-1229,1,DIVINATICA II,4,5,1,3
1800167,29259608,DIAZ GONZALEZ,MICHAEL JACOB,FC-1505,1,LENGUAJE I,3,2,4,6
1600472,26155464,SANCHEZ RODRIGUEZ,BRANDON,AM-2713,1,NUMEROMIA EMPRESARIAL,3,1,3,4
1600472,26155464,SANCHEZ RODRIGUEZ,BRANDON,AM-2713,1,NUMEROMIA EMPRESARIAL,3,5,1,2
1800153,28738518,RAMIREZ HERNANDEZ,MATTHEW MATTHEW,FC-1223,1,INGLES TECNICO,3,3,1,3
1800153,28738518,RAMIREZ HERNANDEZ,MATTHEW MATTHEW,FC-1223,1,INGLES TECNICO,3,4,4,5
1800885,28974645,SANCHEZ PEREZ,ALEXANDRA,FC-1525,2,LENGUAJE III,3,5,4,6
1600505,27159614,SANCHEZ SANCHEZ,ASHLEY ASHLEY,AM-2715,1,FUNDAMENTOS DE NUTRICION,3,3,5,6
1600505,27159614,SANCHEZ SANCHEZ,ASHLEY ASHLEY,AM-2715,1,FUNDAMENTOS DE NUTRICION,3,5,5,7
1800153,28738518,RAMIREZ HERNANDEZ,MATTHEW MATTHEW,TI-1321,1,DIBUJO I,2,2,1,4
1600472,26155464,SANCHEZ RODRIGUEZ,BRANDON,AM-2715,1,FUNDAMENTOS DE NUTRICION,3,3,5,6
1600472,26155464,SANCHEZ RODRIGUEZ,BRANDON,AM-2715,1,FUNDAMENTOS DE NUTRICION,3,5,5,7
1800341,27600626,MARTINEZ TORRES,ASHLEY JESSICA,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,1,1,2
1800341,27600626,MARTINEZ TORRES,ASHLEY JESSICA,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,5,4,5
1800735,27598635,GOMEZ GOMEZ,NICHOLAS JOSHUA,FCA-171,1,HOMBRE: CULTURA Y COOPERACIONEDAD III,3,3,1,3
1600119,26787938,MENDOZA,MEGAN NATALIE,AM-2544,1,SERVICIO DE TRANSPORTE DE MERCANCIA,2,2,1,4
1800728,27215716,MARTINEZ,EMILY SARAH,FC-1701,1,INGLES III,3,2,1,3
1800728,27215716,MARTINEZ,EMILY SARAH,FC-1701,1,INGLES III,3,3,4,5
1800167,29259608,DIAZ GONZALEZ,MICHAEL JACOB,FCA-161,1,HOMBRE: CULTURA Y COOPERACIONEDAD II,3,2,1,3
1800153,28738518,RAMIREZ HERNANDEZ,MATTHEW MATTHEW,FC-1521,1,METAFISICA I,3,1,5,7
1800153,28738518,RAMIREZ HERNANDEZ,MATTHEW MATTHEW,FC-1521,1,METAFISICA I,3,3,5,6
1800885,28974645,SANCHEZ PEREZ,ALEXANDRA,AM-1114,1,INTRODUCCION A LA QUIMICA,3,2,6,7
1800885,28974645,SANCHEZ PEREZ,ALEXANDRA,AM-1114,1,INTRODUCCION A LA QUIMICA,3,3,6,8
1700797,26730169,SANCHEZ JIMENEZ,JOSHUA,FC-1229,2,DIVINATICA II,4,3,4,6
1700797,26730169,SANCHEZ JIMENEZ,JOSHUA,FC-1229,2,DIVINATICA II,4,4,4,6
